item_name,price_factor_to_average,most_common_colour_hsl,most_common_colour_hex,item_price,category_price_average,image_file
,,0 0 96,#f4f4f4,,,0451-070a2d1077.jpg
,,0 0 24,#3c3c3c,,,0452-4de873bafe.jpg
,,30 18 17,#342c24,,,0453-15bf29bba3.jpg
,,0 0 86,#dcdcdc,,,0454-7695041f5c.jpg
,,15 80 8,#240c04,,,0455-eeffd0e5b4.jpg
,,30 23 86,#e4dcd4,,,0456-a7b80e797e.jpg
,,0 0 2,#040404,,,0457-6cd5db4968.jpg
,,20 38 13,#2c1c14,,,0458-1d09aa4cba.jpg
,,30 42 93,#f4ece4,,,0459-4d1bf6a868.jpg
,,330 18 17,#34242c,,,0460-40fa2c55e1.jpg
,,30 29 11,#241c14,,,0461-496c03152d.jpg
,,34 72 85,#f4dcbc,,,0462-b766da94bd.jpg
,,20 38 13,#2c1c14,,,0463-6e5e0fbd6e.jpg
,,30 56 83,#ecd4bc,,,0464-3c00ff04ec.jpg
,,30 29 11,#241c14,,,0465-8db9ff1685.jpg
,,0 0 83,#d4d4d4,,,0466-e2f515a569.jpg
,,36 32 75,#d4c4ac,,,0467-30620ccf9b.jpg
,,20 38 13,#2c1c14,,,0468-73de0d9769.jpg
,,30 18 17,#342c24,,,0469-73130b14b3.jpg
,,60 17 91,#ecece4,,,0470-20ed1d6f8d.jpg
,,30 18 17,#342c24,,,0471-4919490870.jpg
,,20 30 16,#34241c,,,0472-3e5c9a7384.jpg
,,60 17 91,#ecece4,,,0473-5d81878dfe.jpg
,,300 10 16,#2c242c,,,0474-9c895e08a7.jpg
,,30 15 20,#3c342c,,,0475-0ccd27dc04.jpg
,,0 6 25,#443c3c,,,0476-bc3b457b22.jpg
,,0 0 20,#343434,,,0477-db9c4844d6.jpg
,,40 89 89,#fceccc,,,0478-5ba080286b.jpg
,,30 15 20,#3c342c,,,0479-efdbc13104.jpg
,,45 63 80,#ecdcac,,,0480-70661fc675.jpg
,,0 15 20,#3c2c2c,,,0481-af808ab603.jpg
,,0 0 86,#dcdcdc,,,0482-c77496253f.jpg
,,0 7 22,#3c3434,,,0483-c2ca096530.jpg
,,20 21 22,#44342c,,,0484-0532efeecb.jpg
,,0 8 19,#342c2c,,,0485-b625d2b5e3.jpg
,,0 0 86,#dcdcdc,,,0486-0051478005.jpg
,,0 0 89,#e4e4e4,,,0487-3b253861ae.jpg
,,30 11 71,#bcb4ac,,,0488-7a28ccfdc0.jpg
,,20 25 19,#3c2c24,,,0489-5bc45e9c01.jpg
,,0 0 89,#e4e4e4,,,0490-5047c4f06f.jpg
,,0 7 22,#3c3434,,,0491-8d41809c2e.jpg
,,60 22 14,#2c2c1c,,,0492-4e4af714b8.jpg
,,0 0 96,#f4f4f4,,,0493-0637bb202c.jpg
,,15 44 14,#341c14,,,0494-cc22e4c804.jpg
,,0 0 93,#ececec,,,0495-51b6f2a78c.jpg
,,0 0 20,#343434,,,0496-c600232b51.jpg
